split,session_id,entity,feature,stream_header_file,has_binary_stream,sr,dim,num
test-cr,025,yellow,openface3,yellow.openface3.stream,1,30.000,21,38387
test-cr,025,yellow,openpose,yellow.openpose.stream,1,30.000,139,38387
test-cr,025,yellow,swin,yellow.swin.stream,1,30.000,768,38387
test-cr,025,yellow,videomae,yellow.videomae.stream,1,30.000,1408,38387
test-cr,027,env,clip,env.clip.stream,1,30.000,512,32147
test-cr,027,env,dino,env.dino.stream,1,30.000,768,32147
test-cr,027,env,openface2,env.openface2.stream,1,30.000,714,32147
test-cr,027,env,openface3,env.openface3.stream,1,30.000,21,32147
test-cr,027,env,openpose,env.openpose.stream,1,30.000,139,32147
test-cr,027,env,swin,env.swin.stream,1,30.000,768,32147
test-cr,027,env,videomae,env.videomae.stream,1,30.000,1408,32147
test-cr,027,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,26791
test-cr,027,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,26775
test-cr,027,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,26775
test-cr,027,purple,clip,purple.clip.stream,1,30.000,512,32147
test-cr,027,purple,dino,purple.dino.stream,1,30.000,768,32147
test-cr,027,purple,openface2,purple.openface2.stream,1,30.000,714,32147
test-cr,027,purple,openface3,purple.openface3.stream,1,30.000,21,32147
test-cr,027,purple,openpose,purple.openpose.stream,1,30.000,139,32147
test-cr,027,purple,swin,purple.swin.stream,1,30.000,768,32147
test-cr,027,purple,videomae,purple.videomae.stream,1,30.000,1408,32147
test-cr,027,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,26791
test-cr,027,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,26775
test-cr,027,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,26775
test-cr,027,yellow,clip,yellow.clip.stream,1,30.000,512,32147
test-cr,027,yellow,dino,yellow.dino.stream,1,30.000,768,32147
test-cr,027,yellow,openface2,yellow.openface2.stream,1,30.000,714,32147
test-cr,027,yellow,openface3,yellow.openface3.stream,1,30.000,21,32147
test-cr,027,yellow,openpose,yellow.openpose.stream,1,30.000,139,32147
test-cr,027,yellow,swin,yellow.swin.stream,1,30.000,768,32147
test-cr,027,yellow,videomae,yellow.videomae.stream,1,30.000,1408,32147
test-cr,030,env,clip,env.clip.stream,1,30.000,512,45604
test-cr,030,env,dino,env.dino.stream,1,30.000,768,45604
test-cr,030,env,openface2,env.openface2.stream,1,30.000,714,45604
test-cr,030,env,openface3,env.openface3.stream,1,30.000,21,45604
test-cr,030,env,openpose,env.openpose.stream,1,30.000,139,45604
test-cr,030,env,swin,env.swin.stream,1,30.000,768,45604
test-cr,030,env,videomae,env.videomae.stream,1,30.000,1408,45604
test-cr,030,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,38006
test-cr,030,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,38000
test-cr,030,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,38000
test-cr,030,purple,clip,purple.clip.stream,1,30.000,512,45604
test-cr,030,purple,dino,purple.dino.stream,1,30.000,768,45604
test-cr,030,purple,openface2,purple.openface2.stream,1,30.000,714,45604
test-cr,030,purple,openface3,purple.openface3.stream,1,30.000,21,45604
test-cr,030,purple,openpose,purple.openpose.stream,1,30.000,139,45604
test-cr,030,purple,swin,purple.swin.stream,1,30.000,768,45604
test-cr,030,purple,videomae,purple.videomae.stream,1,30.000,1408,45604
test-cr,030,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,38005
test-cr,030,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,38000
test-cr,030,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,38000
test-cr,030,yellow,clip,yellow.clip.stream,1,30.000,512,45604
test-cr,030,yellow,dino,yellow.dino.stream,1,30.000,768,45604
test-cr,030,yellow,openface2,yellow.openface2.stream,1,30.000,714,45604
test-cr,030,yellow,openface3,yellow.openface3.stream,1,30.000,21,45604
test-cr,030,yellow,openpose,yellow.openpose.stream,1,30.000,139,45604
test-cr,030,yellow,swin,yellow.swin.stream,1,30.000,768,45604
test-cr,030,yellow,videomae,yellow.videomae.stream,1,30.000,1408,45604
test-cr,034,env,clip,env.clip.stream,1,30.000,512,14123
test-cr,034,env,dino,env.dino.stream,1,30.000,768,14123
test-cr,034,env,openface2,env.openface2.stream,1,30.000,714,14123
test-cr,034,env,openface3,env.openface3.stream,1,30.000,21,14123
test-cr,034,env,openpose,env.openpose.stream,1,30.000,139,14123
test-cr,034,env,swin,env.swin.stream,1,30.000,768,14123
test-cr,034,env,videomae,env.videomae.stream,1,30.000,1408,14123
test-cr,034,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,11771
test-cr,034,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,11750
test-cr,034,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,11750
test-cr,034,purple,clip,purple.clip.stream,1,30.000,512,14123
test-cr,034,purple,dino,purple.dino.stream,1,30.000,768,14123
test-cr,034,purple,openface2,purple.openface2.stream,1,30.000,714,14123
test-cr,034,purple,openface3,purple.openface3.stream,1,30.000,21,14123
test-cr,034,purple,openpose,purple.openpose.stream,1,30.000,139,14123
test-cr,034,purple,swin,purple.swin.stream,1,30.000,768,14123
test-cr,034,purple,videomae,purple.videomae.stream,1,30.000,1408,14123
test-cr,034,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,11771
test-cr,034,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,11750
test-cr,034,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,11750
test-cr,034,yellow,clip,yellow.clip.stream,1,30.000,512,14123
test-cr,034,yellow,dino,yellow.dino.stream,1,30.000,768,14123
test-cr,034,yellow,openface2,yellow.openface2.stream,1,30.000,714,14123
test-cr,034,yellow,openface3,yellow.openface3.stream,1,30.000,21,14123
test-cr,034,yellow,openpose,yellow.openpose.stream,1,30.000,139,14123
test-cr,034,yellow,swin,yellow.swin.stream,1,30.000,768,14123
test-cr,034,yellow,videomae,yellow.videomae.stream,1,30.000,1408,14123
